product_id,hash_hex,hash_u32,brand,component,stage,rarity_name,rarity_id,level,topspeed,acceleration,handling,installable_slot
t0_gearhead_brakes_pro_greyrarity,0xCED3FBED,3469999085,gearhead,brakes,pro,greyrarity,0,4,0,0,8,yes
t0_gearhead_brakes_pro_rarerarity,0xA679C626,2792998438,gearhead,brakes,pro,rarerarity,3,7,0,0,11,yes
t0_gearhead_brakes_pro_uncommonrarity,0xBC30B84B,3157309515,gearhead,brakes,pro,uncommonrarity,2,6,0,0,10,yes
t0_gearhead_brakes_race_commonrarity,0x334F46A7,860833447,gearhead,brakes,race,commonrarity,1,3,0,0,6,yes
t0_gearhead_brakes_race_eliterarity,0xF4FDCAF7,4110273271,gearhead,brakes,race,eliterarity,4,6,0,0,9,yes
t0_gearhead_brakes_race_greyrarity,0x1F23D590,522442128,gearhead,brakes,race,greyrarity,0,3,0,0,5,yes
t0_gearhead_brakes_race_rarerarity,0x9C84E1A9,2625954217,gearhead,brakes,race,rarerarity,3,5,0,0,8,yes
t0_gearhead_brakes_race_uncommonrarity,0xDC87F739,3699898169,gearhead,brakes,race,uncommonrarity,2,4,0,0,7,yes
t0_gearhead_brakes_street_commonrarity,0x59E2AB2B,1508027179,gearhead,brakes,street,commonrarity,1,1,0,0,3,yes
t0_gearhead_brakes_street_eliterarity,0x7092C7E3,1888667619,gearhead,brakes,street,eliterarity,4,4,0,0,6,yes
t0_gearhead_brakes_street_greyrarity,0x6C497E99,1816755865,gearhead,brakes,street,greyrarity,0,1,0,0,2,yes
t0_gearhead_brakes_street_rarerarity,0xB8FAD962,3103447394,gearhead,brakes,street,rarerarity,3,3,0,0,5,yes
t0_gearhead_brakes_street_uncommonrarity,0x96D7E632,2530731570,gearhead,brakes,street,uncommonrarity,2,2,0,0,4,yes
t0_gearhead_brakes_uber_commonrarity,0xA6CAB19B,2798301595,gearhead,brakes,uber,commonrarity,1,7,0,0,12,yes
t0_gearhead_brakes_uber_eliterarity,0xE115144B,3776255051,gearhead,brakes,uber,eliterarity,4,10,0,0,15,yes
t0_gearhead_brakes_uber_greyrarity,0x60ABA68E,1621862030,gearhead,brakes,uber,greyrarity,0,6,0,0,11,yes
t0_gearhead_brakes_uber_rarerarity,0x960A7022,2517266466,gearhead,brakes,uber,rarerarity,3,9,0,0,14,yes
t0_gearhead_brakes_uber_uncommonrarity,0x76067B08,1980136200,gearhead,brakes,uber,uncommonrarity,2,8,0,0,13,yes
t0_gearhead_engine_elite_commonrarity,0xBA421BBF,3124894655,gearhead,engine,elite,commonrarity,1,10,15,15,0,yes
t0_gearhead_engine_elite_greyrarity,0xEB4F55AE,3947845038,gearhead,engine,elite,greyrarity,0,10,14,14,0,yes
t0_gearhead_engine_elite_uncommonrarity,0xE4C32262,3837993570,gearhead,engine,elite,uncommonrarity,2,10,16,16,0,yes
t0_gearhead_engine_pro_commonrarity,0xEBB5FCC4,3954572484,gearhead,engine,pro,commonrarity,1,5,9,9,0,yes
t0_gearhead_engine_pro_eliterarity,0x39CE4220,969818656,gearhead,engine,pro,eliterarity,4,8,12,12,0,yes
t0_gearhead_engine_pro_greyrarity,0xBB86E7E2,3146180578,gearhead,engine,pro,greyrarity,0,4,8,8,0,yes
t0_gearhead_engine_pro_rarerarity,0x66F0AA8E,1727048334,gearhead,engine,pro,rarerarity,3,7,11,11,0,yes
t0_gearhead_engine_pro_uncommonrarity,0xF64FDA7A,4132428410,gearhead,engine,pro,uncommonrarity,2,6,10,10,0,yes
t0_gearhead_engine_race_commonrarity,0xF4CD979C,4107114396,gearhead,engine,race,commonrarity,1,3,6,6,0,yes
t0_gearhead_engine_race_eliterarity,0xBFA649F9,3215346169,gearhead,engine,race,eliterarity,4,6,9,9,0,yes
t0_gearhead_engine_race_greyrarity,0xDB2240AC,3676455084,gearhead,engine,race,greyrarity,0,3,5,5,0,yes
t0_gearhead_engine_race_rarerarity,0xE504273B,3842254651,gearhead,engine,race,rarerarity,3,5,8,8,0,yes
t0_gearhead_engine_race_uncommonrarity,0xCB846BE1,3414453217,gearhead,engine,race,uncommonrarity,2,4,7,7,0,yes
t0_gearhead_engine_street_commonrarity,0x37F824AC,939009196,gearhead,engine,street,commonrarity,1,1,3,3,0,yes
t0_gearhead_engine_street_eliterarity,0xB0F38419,2968749081,gearhead,engine,street,eliterarity,4,4,6,6,0,yes
t0_gearhead_engine_street_greyrarity,0x2EB805EA,783812074,gearhead,engine,street,greyrarity,0,1,2,2,0,yes
t0_gearhead_engine_street_rarerarity,0x810735F8,2164733432,gearhead,engine,street,rarerarity,3,3,5,5,0,yes
t0_gearhead_engine_street_uncommonrarity,0xEB169D6A,3944127850,gearhead,engine,street,uncommonrarity,2,2,4,4,0,yes
t0_gearhead_engine_uber_commonrarity,0xC051A2D4,3226575572,gearhead,engine,uber,commonrarity,1,7,12,12,0,yes
t0_gearhead_engine_uber_eliterarity,0x960BBA34,2517350964,gearhead,engine,uber,eliterarity,4,10,15,15,0,yes
t0_gearhead_engine_uber_greyrarity,0x48C2C13A,1220723002,gearhead,engine,uber,greyrarity,0,6,11,11,0,yes
t0_gearhead_engine_uber_rarerarity,0xF238027E,4063756926,gearhead,engine,uber,rarerarity,3,9,14,14,0,yes
t0_gearhead_engine_uber_uncommonrarity,0xFAF7D202,4210545154,gearhead,engine,uber,uncommonrarity,2,8,13,13,0,yes
t0_gearhead_forcedinduction_elite_commonrarity,0xD1E482A2,3521413794,gearhead,forcedinduction,elite,commonrarity,1,10,11,11,0,yes
t0_gearhead_forcedinduction_elite_greyrarity,0x90325BE2,2419219426,gearhead,forcedinduction,elite,greyrarity,0,10,10,10,0,yes
t0_gearhead_forcedinduction_elite_uncommonrarity,0x65270660,1697056352,gearhead,forcedinduction,elite,uncommonrarity,2,10,12,12,0,yes
t0_gearhead_forcedinduction_pro_commonrarity,0x860B9371,2248905585,gearhead,forcedinduction,pro,commonrarity,1,5,6,6,0,yes
t0_gearhead_forcedinduction_pro_eliterarity,0x40EDD853,1089329235,gearhead,forcedinduction,pro,eliterarity,4,8,8,8,0,yes
t0_gearhead_forcedinduction_pro_greyrarity,0x5C20C51C,1545651484,gearhead,forcedinduction,pro,greyrarity,0,4,6,6,0,yes
t0_gearhead_forcedinduction_pro_rarerarity,0x00146AD7,1338071,gearhead,forcedinduction,pro,rarerarity,3,7,8,8,0,yes
t0_gearhead_forcedinduction_pro_uncommonrarity,0x43F227AF,1139943343,gearhead,forcedinduction,pro,uncommonrarity,2,6,7,7,0,yes
t0_gearhead_forcedinduction_race_commonrarity,0xB27AD697,2994394775,gearhead,forcedinduction,race,commonrarity,1,3,4,4,0,yes
t0_gearhead_forcedinduction_race_eliterarity,0x31673105,828846341,gearhead,forcedinduction,race,eliterarity,4,6,6,6,0,yes
t0_gearhead_forcedinduction_race_greyrarity,0xFC157BCE,4229266382,gearhead,forcedinduction,race,greyrarity,0,3,4,4,0,yes
t0_gearhead_forcedinduction_race_rarerarity,0x7F77AD49,2138549577,gearhead,forcedinduction,race,rarerarity,3,5,6,6,0,yes
t0_gearhead_forcedinduction_race_uncommonrarity,0xD59AD128,3583693096,gearhead,forcedinduction,race,uncommonrarity,2,4,5,5,0,yes
t0_gearhead_forcedinduction_street_commonrarity,0xD5086E71,3574099569,gearhead,forcedinduction,street,commonrarity,1,1,2,2,0,yes
t0_gearhead_forcedinduction_street_eliterarity,0x0181D223,25285155,gearhead,forcedinduction,street,eliterarity,4,4,4,4,0,yes
t0_gearhead_forcedinduction_street_greyrarity,0xC2B891A8,3266875816,gearhead,forcedinduction,street,greyrarity,0,1,1,1,0,yes
t0_gearhead_forcedinduction_street_rarerarity,0x65F1FE91,1710358161,gearhead,forcedinduction,street,rarerarity,3,3,4,4,0,yes
t0_gearhead_forcedinduction_street_uncommonrarity,0x91DEF8E8,2447309032,gearhead,forcedinduction,street,uncommonrarity,2,2,3,3,0,yes
t0_gearhead_forcedinduction_uber_commonrarity,0x40276DFD,1076325885,gearhead,forcedinduction,uber,commonrarity,1,7,8,8,0,yes
t0_gearhead_forcedinduction_uber_eliterarity,0xBB4AAA93,3142232723,gearhead,forcedinduction,uber,eliterarity,4,10,10,10,0,yes
t0_gearhead_forcedinduction_uber_greyrarity,0x96DFAE51,2531241553,gearhead,forcedinduction,uber,greyrarity,0,6,8,8,0,yes
t0_gearhead_forcedinduction_uber_rarerarity,0xEFE13993,4024514963,gearhead,forcedinduction,uber,rarerarity,3,9,10,10,0,yes
t0_gearhead_forcedinduction_uber_uncommonrarity,0x91F8026E,2448949870,gearhead,forcedinduction,uber,uncommonrarity,2,8,9,9,0,yes
t0_gearhead_miscparts_pro_commonrarity,0xF1A81F40,4054327104,gearhead,miscparts,pro,commonrarity,1,5,0,0,0,no
t0_gearhead_miscparts_pro_eliterarity,0xB759EAFC,3076123388,gearhead,miscparts,pro,eliterarity,4,8,0,0,0,no
t0_gearhead_miscparts_pro_greyrarity,0x63497A3E,1665759806,gearhead,miscparts,pro,greyrarity,0,4,0,0,0,no
t0_gearhead_miscparts_pro_rarerarity,0x0B01E976,184674678,gearhead,miscparts,pro,rarerarity,3,7,0,0,0,no
t0_gearhead_miscparts_pro_uncommonrarity,0xDF8E4467,3750642791,gearhead,miscparts,pro,uncommonrarity,2,6,0,0,0,no
t0_gearhead_miscparts_race_commonrarity,0x2522ECE7,623045863,gearhead,miscparts,race,commonrarity,1,3,0,0,0,no
t0_gearhead_miscparts_race_eliterarity,0x4DF2940A,1307743242,gearhead,miscparts,race,eliterarity,4,6,0,0,0,no
t0_gearhead_miscparts_race_greyrarity,0x62F0422A,1659912746,gearhead,miscparts,race,greyrarity,0,3,0,0,0,no
t0_gearhead_miscparts_race_rarerarity,0xD18C3F9C,3515629468,gearhead,miscparts,race,rarerarity,3,5,0,0,0,no
t0_gearhead_miscparts_race_uncommonrarity,0x6358566A,1666733674,gearhead,miscparts,race,uncommonrarity,2,4,0,0,0,no
t0_gearhead_miscparts_street_commonrarity,0xD31E6861,3541985377,gearhead,miscparts,street,commonrarity,1,1,0,0,0,no
t0_gearhead_miscparts_street_eliterarity,0x25D884E5,634946789,gearhead,miscparts,street,eliterarity,4,4,0,0,0,no
t0_gearhead_miscparts_street_greyrarity,0xA1DF04DE,2715747550,gearhead,miscparts,street,greyrarity,0,1,0,0,0,no
t0_gearhead_miscparts_street_rarerarity,0xCCB72479,3434554489,gearhead,miscparts,street,rarerarity,3,3,0,0,0,no
t0_gearhead_miscparts_street_uncommonrarity,0x0D0DDDB9,219012537,gearhead,miscparts,street,uncommonrarity,2,2,0,0,0,no
t0_gearhead_miscparts_uber_commonrarity,0xE20BCF05,3792424709,gearhead,miscparts,uber,commonrarity,1,7,0,0,0,no
t0_gearhead_miscparts_uber_eliterarity,0x80CFEA79,2161109625,gearhead,miscparts,uber,eliterarity,4,10,0,0,0,no
t0_gearhead_miscparts_uber_greyrarity,0x4F0AD03B,1326108731,gearhead,miscparts,uber,greyrarity,0,6,0,0,0,no
t0_gearhead_miscparts_uber_rarerarity,0xA2D505AD,2731869613,gearhead,miscparts,uber,rarerarity,3,9,0,0,0,no
t0_gearhead_miscparts_uber_uncommonrarity,0x2A28674D,707290957,gearhead,miscparts,uber,uncommonrarity,2,8,0,0,0,no
t0_gearhead_suspension_elite_commonrarity,0xD345406A,3544531050,gearhead,suspension,elite,commonrarity,1,10,7,6,14,yes
t0_gearhead_suspension_elite_greyrarity,0xCEB5C1AF,3468018095,gearhead,suspension,elite,greyrarity,0,10,6,5,14,yes
t0_gearhead_suspension_elite_uncommonrarity,0x48678B64,1214745444,gearhead,suspension,elite,uncommonrarity,2,10,7,7,15,yes
t0_gearhead_suspension_pro_commonrarity,0x724EBE8C,1917763212,gearhead,suspension,pro,commonrarity,1,5,4,4,9,yes
t0_gearhead_suspension_pro_eliterarity,0x32D2B22C,852668972,gearhead,suspension,pro,eliterarity,4,8,5,5,12,yes
t0_gearhead_suspension_pro_greyrarity,0x97DCCE30,2547830320,gearhead,suspension,pro,greyrarity,0,4,3,3,8,yes
t0_gearhead_suspension_pro_rarerarity,0x8F03A82E,2399381550,gearhead,suspension,pro,rarerarity,3,7,4,4,11,yes
t0_gearhead_suspension_pro_uncommonrarity,0xD8B58F4A,3635777354,gearhead,suspension,pro,uncommonrarity,2,6,4,4,10,yes
t0_gearhead_suspension_race_commonrarity,0xD65F8463,3596584035,gearhead,suspension,race,commonrarity,1,3,3,3,6,yes
t0_gearhead_suspension_race_eliterarity,0x0F838B39,260279097,gearhead,suspension,race,eliterarity,4,6,4,4,9,yes
t0_gearhead_suspension_race_greyrarity,0xBF99EFD3,3214536659,gearhead,suspension,race,greyrarity,0,3,2,2,5,yes
t0_gearhead_suspension_race_rarerarity,0x7059ED69,1884941673,gearhead,suspension,race,rarerarity,3,5,3,3,8,yes
t0_gearhead_suspension_race_uncommonrarity,0xA16D7D22,2708307234,gearhead,suspension,race,uncommonrarity,2,4,3,3,7,yes
t0_gearhead_suspension_street_commonrarity,0xDCDDEB0B,3705531147,gearhead,suspension,street,commonrarity,1,1,1,1,3,yes
t0_gearhead_suspension_street_eliterarity,0xD2D5E5A9,3537233321,gearhead,suspension,street,eliterarity,4,4,3,3,6,yes
t0_gearhead_suspension_street_greyrarity,0xF48DD0E3,4102934755,gearhead,suspension,street,greyrarity,0,1,0,0,2,yes
t0_gearhead_suspension_street_rarerarity,0x51939C57,1368628311,gearhead,suspension,street,rarerarity,3,3,2,2,5,yes
t0_gearhead_suspension_street_uncommonrarity,0xAC6E2F89,2892902281,gearhead,suspension,street,uncommonrarity,2,2,2,2,4,yes
t0_gearhead_suspension_uber_commonrarity,0x10074CEF,268913903,gearhead,suspension,uber,commonrarity,1,7,5,5,12,yes
t0_gearhead_suspension_uber_eliterarity,0x0EC6D3A7,247911335,gearhead,suspension,uber,eliterarity,4,10,5,5,15,yes
t0_gearhead_suspension_uber_greyrarity,0x23E50BBD,602213309,gearhead,suspension,uber,greyrarity,0,6,4,4,11,yes
t0_gearhead_suspension_uber_rarerarity,0xB8638BEF,3093531631,gearhead,suspension,uber,rarerarity,3,9,5,5,14,yes
t0_gearhead_suspension_uber_uncommonrarity,0x30EB9B77,820747127,gearhead,suspension,uber,uncommonrarity,2,8,5,5,13,yes
t0_gearhead_tires_elite_commonrarity,0x12E61E56,317070934,gearhead,tires,elite,commonrarity,1,10,6,10,15,yes
t0_gearhead_tires_elite_greyrarity,0x85553DBD,2236956093,gearhead,tires,elite,greyrarity,0,10,6,9,14,yes
t0_gearhead_tires_elite_uncommonrarity,0x3DF118E9,1039210729,gearhead,tires,elite,uncommonrarity,2,10,7,11,15,yes
t0_gearhead_tires_pro_commonrarity,0xD1BA956C,3518666092,gearhead,tires,pro,commonrarity,1,5,4,6,9,yes
t0_gearhead_tires_pro_eliterarity,0x19E6A58B,434546059,gearhead,tires,pro,eliterarity,4,8,5,8,12,yes
t0_gearhead_tires_pro_greyrarity,0xC37A2DA4,3279564196,gearhead,tires,pro,greyrarity,0,4,3,6,8,yes
t0_gearhead_tires_pro_rarerarity,0x0AF54EFE,183848702,gearhead,tires,pro,rarerarity,3,7,4,8,11,yes
t0_gearhead_tires_pro_uncommonrarity,0x02725F9B,41050011,gearhead,tires,pro,uncommonrarity,2,6,4,7,10,yes
t0_gearhead_tires_race_commonrarity,0xEDD630B9,3990237369,gearhead,tires,race,commonrarity,1,3,3,4,6,yes
t0_gearhead_tires_race_eliterarity,0x9C59BA60,2623126112,gearhead,tires,race,eliterarity,4,6,4,6,9,yes
t0_gearhead_tires_race_greyrarity,0xFC8F81E8,4237263336,gearhead,tires,race,greyrarity,0,3,2,4,5,yes
t0_gearhead_tires_race_rarerarity,0x8B1C21EB,2333876715,gearhead,tires,race,rarerarity,3,5,3,6,8,yes
t0_gearhead_tires_race_uncommonrarity,0xAAA5143E,2862945342,gearhead,tires,race,uncommonrarity,2,4,3,5,7,yes
t0_gearhead_tires_street_commonrarity,0x68819A61,1753324129,gearhead,tires,street,commonrarity,1,1,1,2,3,yes
t0_gearhead_tires_street_eliterarity,0xCCB5B133,3434459443,gearhead,tires,street,eliterarity,4,4,3,4,6,yes
t0_gearhead_tires_street_greyrarity,0x0C206FC1,203452353,gearhead,tires,street,greyrarity,0,1,0,1,2,yes
t0_gearhead_tires_street_rarerarity,0x991E7203,2568909315,gearhead,tires,street,rarerarity,3,3,2,4,5,yes
t0_gearhead_tires_street_uncommonrarity,0xFF69CF03,4285124355,gearhead,tires,street,uncommonrarity,2,2,2,3,4,yes
t0_gearhead_tires_uber_commonrarity,0x3A54346F,978596975,gearhead,tires,uber,commonrarity,1,7,5,8,12,yes
t0_gearhead_tires_uber_eliterarity,0x3CCE8C9B,1020169371,gearhead,tires,uber,eliterarity,4,10,5,10,15,yes
t0_gearhead_tires_uber_greyrarity,0xA6558790,2790623120,gearhead,tires,uber,greyrarity,0,6,4,8,11,yes
t0_gearhead_tires_uber_rarerarity,0x3FAFC88D,1068484749,gearhead,tires,uber,rarerarity,3,9,5,10,14,yes
t0_gearhead_tires_uber_uncommonrarity,0x66F5D1AC,1727386028,gearhead,tires,uber,uncommonrarity,2,8,5,9,13,yes
t0_gearhead_transmission_elite_commonrarity,0x240CE0F2,604823794,gearhead,transmission,elite,commonrarity,1,10,15,10,6,yes
t0_gearhead_transmission_elite_greyrarity,0x85C816E8,2244482792,gearhead,transmission,elite,greyrarity,0,10,14,9,6,yes
t0_gearhead_transmission_elite_uncommonrarity,0xA8E33C4F,2833464399,gearhead,transmission,elite,uncommonrarity,2,10,15,11,7,yes
t0_gearhead_transmission_pro_commonrarity,0x274C8E74,659328628,gearhead,transmission,pro,commonrarity,1,5,9,6,4,yes
t0_gearhead_transmission_pro_eliterarity,0xD4188C31,3558378545,gearhead,transmission,pro,eliterarity,4,8,12,8,5,yes
t0_gearhead_transmission_pro_greyrarity,0x2CFF6EAE,754937518,gearhead,transmission,pro,greyrarity,0,4,8,6,3,yes
t0_gearhead_transmission_pro_rarerarity,0x2F12037D,789709693,gearhead,transmission,pro,rarerarity,3,7,11,8,4,yes
t0_gearhead_transmission_pro_uncommonrarity,0x0ACBA248,181117512,gearhead,transmission,pro,uncommonrarity,2,6,10,7,4,yes
t0_gearhead_transmission_race_commonrarity,0xB6691796,3060340630,gearhead,transmission,race,commonrarity,1,3,6,4,3,yes
t0_gearhead_transmission_race_eliterarity,0xE7DBDDBD,3889946045,gearhead,transmission,race,eliterarity,4,6,9,6,4,yes
t0_gearhead_transmission_race_greyrarity,0x777AF7A3,2004547491,gearhead,transmission,race,greyrarity,0,3,5,4,2,yes
t0_gearhead_transmission_race_rarerarity,0xE7D92689,3889768073,gearhead,transmission,race,rarerarity,3,5,8,6,3,yes
t0_gearhead_transmission_race_uncommonrarity,0xA7AEA402,2813240322,gearhead,transmission,race,uncommonrarity,2,4,7,5,3,yes
t0_gearhead_transmission_street_commonrarity,0xDAE9C206,3672752646,gearhead,transmission,street,commonrarity,1,1,3,2,1,yes
t0_gearhead_transmission_street_eliterarity,0x90C521FF,2428838399,gearhead,transmission,street,eliterarity,4,4,6,4,3,yes
t0_gearhead_transmission_street_greyrarity,0x522F2BCB,1378823115,gearhead,transmission,street,greyrarity,0,1,2,1,0,yes
t0_gearhead_transmission_street_rarerarity,0xB642396C,3057793388,gearhead,transmission,street,rarerarity,3,3,5,4,2,yes
t0_gearhead_transmission_street_uncommonrarity,0xC8E851E6,3370668518,gearhead,transmission,street,uncommonrarity,2,2,4,3,2,yes
t0_gearhead_transmission_uber_commonrarity,0x356D3F8D,896352141,gearhead,transmission,uber,commonrarity,1,7,12,8,5,yes
t0_gearhead_transmission_uber_eliterarity,0x2A213F18,706821912,gearhead,transmission,uber,eliterarity,4,10,15,10,5,yes
t0_gearhead_transmission_uber_greyrarity,0x1652BF11,374521617,gearhead,transmission,uber,greyrarity,0,6,11,8,4,yes
t0_gearhead_transmission_uber_rarerarity,0x97B99635,2545522229,gearhead,transmission,uber,rarerarity,3,9,14,10,5,yes
t0_gearhead_transmission_uber_uncommonrarity,0x006D30E8,7155944,gearhead,transmission,uber,uncommonrarity,2,8,13,9,5,yes
t0_pistonhead_brakes_elite_commonrarity,0xCEE6C301,3471229697,pistonhead,brakes,elite,commonrarity,1,10,0,0,11,yes
t0_pistonhead_brakes_elite_greyrarity,0xC2E2AE08,3269635592,pistonhead,brakes,elite,greyrarity,0,10,0,0,10,yes
t0_pistonhead_brakes_elite_uncommonrarity,0x55E18C32,1440844850,pistonhead,brakes,elite,uncommonrarity,2,10,0,0,12,yes
t0_pistonhead_brakes_pro_commonrarity,0xDAE38E35,3672346165,pistonhead,brakes,pro,commonrarity,1,5,0,0,6,yes
t0_pistonhead_brakes_pro_eliterarity,0x53C4BF28,1405402920,pistonhead,brakes,pro,eliterarity,4,8,0,0,8,yes
t0_pistonhead_brakes_pro_greyrarity,0x92EADD99,2464865689,pistonhead,brakes,pro,greyrarity,0,4,0,0,6,yes
t0_pistonhead_brakes_pro_rarerarity,0x860CE962,2248993122,pistonhead,brakes,pro,rarerarity,3,7,0,0,8,yes
t0_pistonhead_brakes_pro_uncommonrarity,0x0D9D697A,228419962,pistonhead,brakes,pro,uncommonrarity,2,6,0,0,7,yes
t0_pistonhead_brakes_race_commonrarity,0xE5BE7ADB,3854465755,pistonhead,brakes,race,commonrarity,1,3,0,0,4,yes
t0_pistonhead_brakes_race_eliterarity,0xCC18301D,3424137245,pistonhead,brakes,race,eliterarity,4,6,0,0,6,yes
t0_pistonhead_brakes_race_greyrarity,0x3EF63621,1056323105,pistonhead,brakes,race,greyrarity,0,3,0,0,4,yes
t0_pistonhead_brakes_race_rarerarity,0x60DAC146,1624949062,pistonhead,brakes,race,rarerarity,3,5,0,0,6,yes
t0_pistonhead_brakes_race_uncommonrarity,0x47763D58,1198931288,pistonhead,brakes,race,uncommonrarity,2,4,0,0,5,yes
t0_pistonhead_brakes_street_commonrarity,0xC2AB61F2,3266011634,pistonhead,brakes,street,commonrarity,1,1,0,0,2,yes
t0_pistonhead_brakes_street_eliterarity,0xC2ED60BE,3270336702,pistonhead,brakes,street,eliterarity,4,4,0,0,4,yes
t0_pistonhead_brakes_street_greyrarity,0xCA49149B,3393787035,pistonhead,brakes,street,greyrarity,0,1,0,0,1,yes
t0_pistonhead_brakes_street_rarerarity,0x37B3478C,934496140,pistonhead,brakes,street,rarerarity,3,3,0,0,4,yes
t0_pistonhead_brakes_street_uncommonrarity,0xC00C5FFC,3222036476,pistonhead,brakes,street,uncommonrarity,2,2,0,0,3,yes
t0_pistonhead_brakes_uber_commonrarity,0xB674DFE6,3061112806,pistonhead,brakes,uber,commonrarity,1,7,0,0,8,yes
t0_pistonhead_brakes_uber_eliterarity,0x5C6B0D25,1550519589,pistonhead,brakes,uber,eliterarity,4,10,0,0,10,yes
t0_pistonhead_brakes_uber_greyrarity,0xCF8398E0,3481508064,pistonhead,brakes,uber,greyrarity,0,6,0,0,8,yes
t0_pistonhead_brakes_uber_rarerarity,0x3B9C1AD1,1000086225,pistonhead,brakes,uber,rarerarity,3,9,0,0,10,yes
t0_pistonhead_brakes_uber_uncommonrarity,0x41E94700,1105807104,pistonhead,brakes,uber,uncommonrarity,2,8,0,0,9,yes
t0_pistonhead_engine_elite_commonrarity,0x061A26CD,102377165,pistonhead,engine,elite,commonrarity,1,10,20,12,0,yes
t0_pistonhead_engine_elite_greyrarity,0xA1A9130D,2712212237,pistonhead,engine,elite,greyrarity,0,10,18,11,0,yes
t0_pistonhead_engine_elite_uncommonrarity,0xF0CE86C0,4040066752,pistonhead,engine,elite,uncommonrarity,2,10,22,13,0,yes
t0_pistonhead_engine_pro_commonrarity,0x67406AD9,1732274905,pistonhead,engine,pro,commonrarity,1,5,12,6,0,yes
t0_pistonhead_engine_pro_eliterarity,0x299F4216,698302998,pistonhead,engine,pro,eliterarity,4,8,16,8,0,yes
t0_pistonhead_engine_pro_greyrarity,0x23A3F848,597948488,pistonhead,engine,pro,greyrarity,0,4,10,6,0,yes
t0_pistonhead_engine_pro_rarerarity,0x29EF092F,703531311,pistonhead,engine,pro,rarerarity,3,7,14,8,0,yes
t0_pistonhead_engine_pro_uncommonrarity,0xA7F3253B,2817729851,pistonhead,engine,pro,uncommonrarity,2,6,13,7,0,yes
t0_pistonhead_engine_race_commonrarity,0x469F55CA,1184847306,pistonhead,engine,race,commonrarity,1,3,8,4,0,yes
t0_pistonhead_engine_race_eliterarity,0x517B9967,1367054695,pistonhead,engine,race,eliterarity,4,6,12,6,0,yes
t0_pistonhead_engine_race_greyrarity,0x843A94C4,2218431684,pistonhead,engine,race,greyrarity,0,3,6,4,0,yes
t0_pistonhead_engine_race_rarerarity,0x0EE1AA36,249670198,pistonhead,engine,race,rarerarity,3,5,10,6,0,yes
t0_pistonhead_engine_race_uncommonrarity,0xDC65FC5A,3697671258,pistonhead,engine,race,uncommonrarity,2,4,9,5,0,yes
t0_pistonhead_engine_street_commonrarity,0xF1855D17,4052049175,pistonhead,engine,street,commonrarity,1,1,4,2,0,yes
t0_pistonhead_engine_street_eliterarity,0xD2A169B5,3533793717,pistonhead,engine,street,eliterarity,4,4,8,4,0,yes
t0_pistonhead_engine_street_greyrarity,0x366C4A39,913066553,pistonhead,engine,street,greyrarity,0,1,3,1,0,yes
t0_pistonhead_engine_street_rarerarity,0x04AF5C6F,78601327,pistonhead,engine,street,rarerarity,3,3,6,4,0,yes
